und_umls_cuii,umls_cui
C2263455,C0048470
C1150239,C0048470
C0040034,C0048470
C0040038,C0048470
C0018939,C0048470
C1149593,C0048470
C0005778,C0048470
C0001122,C0003765
C0002063,C0003765
C0028715,C0003765
C0597829,C0003765
C0007222,C0003779
C0018939,C0003779
C0000731,C0003779
C0032787,C0003779
C0011848,C0003779
C0596601,C0003779
C1290864,C0003779
C0018099,C2827081
C0740394,C2827081
C0021311,C0052370
C0042769,C0052370
C0042769,C0052370
C1152738,C0299792
C0033975,C0299792
C1152740,C0299792
C0033975,C0299792
C0036341,C0299792
C0033975,C0299792
C0007682,C0299792
C0151559,C0299792
C0004936,C0299792
C3179402,C0299792
C0036341,C0299792
C0033975,C0299792
C0004936,C0299792
C0033975,C0299792
C0234097,C0003801
C1149831,C0003801
C0014432,C0003801
C0027793,C0003801
C0597263,C0003804
C0004096,C2698184
C1149863,C2698184
C0234098,C0104221
C0544651,C0104221
C0234098,C0104221
C0544652,C0104221
C0027793,C0104221
C0018889,C0052408
C0021311,C0052408
C0030499,C0052408
C0033740,C0052408
C0009187,C0052408
C0009187,C0052408
C0018889,C0003815
C0021311,C0003815
C0027583,C0003815
C0030499,C0003815
C0016085,C0003815
C0023487,C0003818
C0021213,C0003819
C0038738,C0003819
C0480774,C0052418
C0232910,C0052418
C0039128,C0003825
C0004623,C0003825
C0021311,C0003825
C0040843,C0003825
C0024530,C0291500
C0024530,C0052429
C2062462,C0052429
C0024530,C0052429
C0024535,C0052429
C0013218,C0052429
C0018889,C0052429
C0026946,C0052429
C0021311,C0052429
C0024530,C0052429
C0030499,C0052429
C0018889,C0052429
C0033740,C0052429
C0009187,C0052429
C0036323,C0052429
C0024530,C0052429
C0021311,C0052430
C0021311,C1136174
C0024530,C1136174
C0030499,C1136174
C0033740,C1136174
C0002438,C0052427
C0018889,C0052427
C0021311,C0052427
C0024530,C0052427
C0030499,C0052427
C0018889,C0052427
C0033740,C0052427
C0036323,C0052427
C0030193,C0052431
C0030193,C0052431
C0021368,C0052431
C0021368,C0052431
C0035435,C0052431
C0683211,C0052431
C0152027,C0052431
C0024530,C0052432
C0002438,C0052432
C0021311,C0052432
C0024530,C0052432
C0030499,C0052432
C0033740,C0052432
C0030193,C0210355
C0030193,C0210355
C0021368,C0210355
C0021368,C0210355
C0035435,C0210355
C0683211,C0210355
C0152027,C0210355
C0030193,C1608295
C0596263,C0052463
C0007222,C0052463
C0333565,C0052463
C0016017,C0052463
C0018939,C0052463
C0480774,C0052463
C0596263,C0003947
C0480774,C0003947
C0027583,C0052466
C0599059,C0178487
C0544651,C2000088
C0544652,C2000088
C1152730,C2000088
C0004936,C2000088
C0033975,C2000088
C1152740,C2000088
C0033975,C2000088
C0007682,C2000088
C0151559,C2000088
C0004936,C2000088
C3179402,C2000088
C0021311,C0052506
C0024305,C0003993
C0023449,C0003993
C0006826,C0003993
C0023449,C0003993
C0024299,C0003993
C0006826,C0003993
C0014442,C0003993
C0006826,C0003993
C0342917,C0003999
C1518478,C0003999
C1154613,C0003999
C0699771,C0003999
C0016453,C0003999
C1154613,C0003999
C1154613,C0003999
C0004623,C3273082
C0006826,C2975353
C1149475,C0052553
C1149475,C0052553
C0004623,C2983829
C0030193,C0004057
C0234238,C0004057
C0003862,C0004057
C0003864,C0004057
C1999226,C0004057
C0004604,C0004057
C0009443,C0004057
C0013390,C0004057
C0015967,C0004057
C0231528,C0004057
C0030193,C0004057
C1698508,C0004057
C0040460,C0004057
C0030193,C0004057
C0030193,C0004057
C0021368,C0004057
C0021368,C0004057
C0015967,C0004057
C0035435,C0004057
C0007222,C0004057
C2261439,C0004057
C0014432,C0004057
C0333565,C0004057
C0016017,C0004057
C0018939,C0004057
C0683211,C0004057
C0032176,C0004057
C0152027,C0004057
C0003873,C0004057
C0007785,C0004057
C0015967,C0004057
C0018099,C0004057
C0021368,C0004057
C0007787,C0004057
C0027051,C0004057
C0029408,C0004057
C0030193,C0004057
C0032914,C0004057
C0035436,C0004057
C0030193,C0004057
C0004057,C0004057
C0036077,C0004057
C0035435,C0004057
C0032176,C0004057
C0018939,C0004057
C0018799,C0004057
C0007222,C0004057
C1389629,C0004057
C0030193,C0004057
C0005778,C0052565
C0599059,C0052565
C0020517,C0085170
C1152738,C0085170
C0740903,C0085170
C0009763,C0085170
C0035455,C0085170
C0020517,C0085170
C1152738,C0085170
C1152738,C0085170
C1152738,C0085170
C1152738,C0085170
C0027793,C0085170
C0009766,C0085170
C0035457,C0085170
C0042109,C0085170
C0020517,C0085170
C0021368,C0388812
C1517315,C0388812
C0007682,C0535906
C0598958,C0535906
C0678771,C0535906
C0004623,C0052577
C0598196,C0052577
C0026946,C0052577
C0006826,C0052577
C0006826,C0130561
C0014432,C0130561
C2257146,C0130561
C1150386,C0130561
C0019196,C3491974
C0004364,C2351058
C0544885,C2930764
C0014432,C0074442
C0018939,C0090456
C0032176,C0090456
C0042769,C1145759
C2263455,C1145759
C0019693,C1145759
C0242781,C1145759
C0262514,C1145759
C2362616,C1145759
C0019693,C1145759
C0744986,C1145759
C2363741,C1145759
C0019693,C1145759
C0021311,C1145759
C0035369,C1145759
C0042769,C1145759
C0014432,C1145759
C2263455,C1145759
C0019693,C1145759
C2263455,C1145759
C0003811,C0004147
C0020538,C0004147
C0544652,C0004147
C3179395,C0004147
C0002962,C0004147
C0020538,C0004147
C0234098,C0004147
C0234098,C0004147
C0544652,C0004147
C0544652,C0004147
C0003811,C0004147
C0020538,C0004147
C0518003,C0004147
C0007222,C0004147
C0027793,C0004147
C0683211,C0004147
C3179395,C0004147
C0002962,C0004147
C0004238,C0004147
C0004239,C0004147
C0018802,C0004147
C0020538,C0004147
C0027051,C0004147
C0039240,C0004147
C0042514,C0004147
C0042510,C0004147
C0544652,C0004147
C0007222,C0004147
C0544652,C0004147
C0021311,C0210243
C0035369,C0210243
C0042769,C0210243
C0014432,C0210243
C0597095,C0210243
C2257391,C0210243
C0234098,C0052593
C0544651,C0052593
C0544651,C0052593
C0234098,C0052593
C0027793,C0052593
C0544651,C0052593
C0009951,C2698194
C0234098,C0076823
C0598962,C0076823
C0011570,C0076823
C1263846,C0076823
C0025361,C0076823
C0234098,C0076823
C0234098,C0076823
C0598962,C0076823
C0027793,C0076823
C0598962,C0076823
C1263846,C0076823
C0007222,C2974866
C0020473,C0286651
C2248143,C0286651
C0948089,C0286651
C0002962,C0286651
C0855613,C0286651
C1320716,C0286651
C0038454,C0286651
C0010068,C0286651
C0242339,C0286651
C0428471,C0286651
C0342881,C0286651
C0020479,C0286651
C0020557,C0286651
C1837784,C0286651
C0549399,C0286651
C0027051,C0286651
C0342879,C0286651
C1442959,C0286651
C0020443,C0286651
C0025519,C0286651
C0014432,C0286651
C2248143,C0286651
C0020473,C0286651
C0598783,C0286651
C0010054,C0286651
C0020443,C0286651
C0020476,C0286651
C0020557,C0286651
C1149475,C0164398
C1149475,C0164398
C0032995,C0164398
C0022876,C0164398
C1149153,C0164398
C0026946,C0165603
C0024530,C0165603
C0014432,C0165603
C0599741,C0165603
C0032305,C0165603
C0021311,C0165603
C0024530,C0165603
C0030499,C0165603
C0033740,C0165603
C0014432,C0165603
C0032305,C0165603
C0085315,C0165603
C0860033,C0165603
C0243026,C0165603
C0033740,C0165603
C0021311,C0165603
C0851886,C0165603
C0014432,C0004233
C0026836,C0004234
C1148665,C0004234
C3179301,C0004234
C0035213,C0004234
C0035213,C0004234
C0543467,C0004234
C2755483,C0004234
C0234097,C0004234
C0234097,C0004234
C0027868,C0004234
C2930408,C0004234
C2917293,C0004234
C0027793,C0004234
C1148665,C0004234
C0683211,C0004234
C0597252,C0004237
C0597202,C0004237
C0014432,C0384233
C1151586,C0384233
C0004096,C0384233
C0030193,C2698198
C0030193,C2698198
C0021368,C2698198
C0021368,C2698198
C0035435,C2698198
C0018939,C2698198
C0683211,C2698198
C0032176,C2698198
C0152027,C2698198
C3179301,C0004259
C0003811,C0004259
C1371299,C0004259
C1148664,C0004259
C3179195,C0004259
C3179241,C0004259
C0344132,C0004259
C0274705,C0004259
C2082900,C0004259
C3179301,C0004259
C0003811,C0004259
C0004096,C0004259
C0518003,C0004259
C1371299,C0004259
C0007222,C0004259
C0007682,C0004259
C0234097,C0004259
C0234097,C0004259
C1148664,C0004259
C3179195,C0004259
C0027793,C0004259
C3179241,C0004259
C0683211,C0004259
C0035204,C0004259
C0428977,C0004259
C0013221,C0004259
C0018790,C0004259
C0037188,C0004259
C0038358,C0004259
C0042164,C0004259
C0234097,C0004259
C0011991,C0052657
C0600688,C0052657
C0032343,C0052657
C0678771,C0052657
C0011991,C0052657
C0035435,C0004320
C0301872,C0004320
C1148567,C0004320
C0003864,C0004320
C0242656,C0004320
C0003873,C0004320
C0035435,C0004320
C0003872,C0004320
C0003873,C0004320
C0030807,C0004320
C0035435,C0004320
C0004623,C0964339
C2263455,C0964339
C0004623,C0003229
C0021311,C0003229
C1566391,C0052678
C0006826,C0104693
C0006826,C0104693
C0035435,C0018033
C0553662,C0018033
C0003872,C0018033
C0030807,C0018033
C0035435,C0018033
C0035435,C0104696
C0014432,C0004338
C0021213,C0004338
C1159582,C0004338
C0026946,C0299147
C1150296,C0299147
C1324711,C0299147
C0020964,C0004358
C0002395,C3272706
C1753334,C2698280
C0042401,C2698280
C0021311,C0052692
C0006826,C0052692
C0042769,C0052692
C0004153,C0965226
C0018889,C0052700
C0021311,C0052700
C0030499,C0052700
C0033740,C0052700
C0234107,C0052700
C0234107,C0052700
C0277344,C0052700
C0027793,C0052700
C0597202,C0052700
C0427970,C3489748
C0151763,C0052708
C0004623,C0052709
C0021311,C0052709
C0004623,C0052709
C0038814,C0097513
C0031762,C0097513
C0038814,C0097513
C0038814,C0097513
C0004623,C0052713
C0020965,C0104737
C0021311,C0104737
C0042769,C0104737
C0020964,C0104737
C3159140,C0104737
C0042769,C0104737
C0006826,C1700874
C1150607,C1700874
C1150636,C1700874
C0014432,C1700874
C1150527,C1700874
C0006826,C1700874
C1150632,C1700874
C1150607,C1700874
C1150607,C1700874
C0020473,C2698282
C0030193,C2346889
C0597835,C2346889
C3463824,C0004475
C0023480,C0004475
C1510411,C0004475
C0027947,C0004475
C0002894,C0004475
C1264195,C0004475
C0002893,C0004475
C0040034,C0004475
C2211190,C0004475
C1695982,C0004475
C3463824,C0004475
C0023480,C0004475
C0027947,C0004475
C0002894,C0004475
C0280028,C0004475
C1264195,C0004475
C0002893,C0004475
C0040034,C0004475
C0025519,C0004475
C0006826,C0004475
C0006826,C0004475
C0014432,C0004475
C0480774,C0004475
C0006826,C0004475
C0026946,C0623529
C0020443,C0004472
C0025519,C0004472
C0020473,C0004472
C0598783,C0004472
C1325946,C0052745
C0277344,C0052745
C0277344,C0052745
C0597202,C0052745
C0025519,C0004476
C0006826,C0004476
C0006826,C0004476
C0480774,C0004476
C1149827,C0104797
C0001829,C0104797
C0033740,C0052751
C0033975,C0004477
C0007682,C0004477
C0151559,C0004477
C0234101,C0004477
C1152730,C0004477
C0221171,C0004477
C3179159,C0004477
C0027793,C0004477
C0004936,C0004477
C3179402,C0004477
C0033975,C0004477
C0033860,C0052757
C0301872,C0619980
C0006826,C0004480
C0026946,C0004480
C0021311,C0004480
C0025519,C0004480
C0006826,C0004480
C0006826,C0004480
C0020964,C0004480
C0301872,C0004480
C0480774,C0004480
C0026946,C0004480
C0027498,C0378974
C0518003,C0378974
C0007682,C0378974
C0017178,C0378974
C0027793,C0378974
C0683211,C0378974
C1152740,C0378974
C1152740,C0378974
C0020517,C0052759
C1152738,C0052759
C2607914,C0052759
C0849796,C0052759
C0027424,C0052759
C0848309,C0052759
C1457887,C0052759
C0949070,C0052759
C1152738,C0052759
C1152738,C0052759
C1152738,C0052759
C0027793,C0052759
C0035457,C0052759
C0042109,C0052759
C0025519,C0004482
C0006826,C0004482
C0009319,C0004482
C0010346,C0004482
C0238217,C0004482
C0003873,C0004482
C0025519,C0004482
C0006826,C0004482
C0006826,C0004482
C0035435,C0004482
C0020964,C0004482
C0301872,C0004482
C0480774,C0004482
C0003873,C0004482
C0009324,C0004482
C0010346,C0004482
C0018133,C0004482
C0024141,C0004482
C0026769,C0004482
C0043117,C0004482
C0035435,C0004482
C0301872,C0004482
C0301872,C0004482
C0025519,C0052760
C0480774,C0052760
C0025519,C0004483
C0006826,C0004483
C0006826,C0004483
C0037274,C0004483
C0480774,C0004483
C1150619,C2981795
C0020517,C0052762
C0004096,C0052762
C1151570,C0052762
C1371299,C0052762
C1152738,C0052762
C0032176,C0052762
C0009766,C0052762
C0018621,C0052762
C0022281,C0052762
C3472698,C0052762
C0020517,C0052762
C0004096,C0052762
C0518003,C0052762
C1371299,C0052762
C0014432,C0052762
C1152738,C0052762
C1152738,C0052762
C1152738,C0052762
C1152738,C0052762
C1151586,C0052762
C0027793,C0052762
C0683211,C0052762
C0035204,C0052762
C0009766,C0052762
C0035457,C0052762
C0035460,C0052762
C0234098,C0104808
C0234098,C0104808
C0544651,C0104808
C0020538,C0104808
C0007222,C0104808
C0027793,C0104808
C0042396,C0104808
C0011570,C2827083
C0006826,C0610831
C2613221,C0004492
C0014836,C0052772
C0348321,C0052772
C0021311,C0052772
C1264613,C0052772
C0025289,C0052772
C0948747,C0052772
C0276078,C0052772
C0035243,C0052772
C0036117,C0052772
C0013371,C0052772
C0038160,C0052772
C0038395,C0052772
C0042029,C0052772
C0001730,C0052784
C0021213,C0052784
C1149106,C1958569
C0020538,C1958569
C0020538,C1958569
C0020965,C0104835
C0020964,C0104835
C0003811,C0252416
C1153433,C0252416
C0007222,C0252416
C1519624,C0252416
C0026229,C0004494
C0234097,C0004494
C1149831,C0004494
C0014432,C0004494
C0277344,C0004494
C0027793,C0004494
C0597202,C0004494
C0002073,C0052794
C0004623,C0052796
C0427965,C0052796
C1096584,C0052796
C0348321,C0052796
C0021311,C0052796
C1096746,C0052796
C3241943,C0052796
C0032269,C0052796
C1318973,C0052796
C0554628,C0052796
C0004623,C0052796
C0021311,C0052796
C0008149,C0052796
C0014121,C0052796
C0018482,C0052796
C0026919,C0052796
C0085396,C0052796
C0029882,C0052796
C0031350,C0052796
C0032302,C0052796
C0037278,C0052796
C0038160,C0052796
C0038395,C0052796
C0040425,C0052796
C0041976,C0052796
C0860033,C0052796
C0598196,C0052796
C0243026,C0052796
C0003240,C0052796
C0042075,C0052796
C1096222,C0052796
C0004623,C0052796
C0004623,C0004499
C0014836,C0004499
C0348321,C0004499
C0276075,C0004499
C0004623,C0004499
C0021311,C0004499
C0004623,C0004499
C1566391,C0052808
C0012797,C0604541
C0012797,C0052820
C0027477,C0052820
C0012797,C0052820
C0006826,C0052821
C0598196,C0258560
C0026946,C0258560
C0596263,C0004519
C0480774,C0004519
C0001829,C1613399
C0026946,C1613399
C0004623,C0004521
C2264881,C0004521
C0427965,C0004521
C0085423,C0004521
C1262234,C0004521
C1112209,C0004521
C0149725,C0004521
C0036690,C0004521
C0037278,C0004521
C0042029,C0004521
C0004623,C0004521
C0021311,C0004521
C0017411,C0004521
C0033817,C0004521
C0035243,C0004521
C0036690,C0004521
C0037278,C0004521
C0042029,C0004521
C0598196,C0004521
C0030193,C0052822
C0030193,C0052822
C0021368,C0052822
C0021368,C0052822
C0035435,C0052822
C0683211,C0052822
C0152027,C0052822
C0275652,C0052865
C0427965,C0052865
C0014836,C0052865
C0085423,C0052865
C0085426,C0052865
C0348321,C0052865
C0948747,C0052865
C0032269,C0052865
C0276078,C0052865
C0035243,C0052865
C0036117,C0052865
C0013371,C0052865
C0037278,C0052865
C0149778,C0052865
C0038160,C0052865
C0038160,C0052865
C0038395,C0052865
C0042029,C0052865
C0004623,C0052865
C0021311,C0052865
C0014836,C0052865
C0018081,C0052865
C0018482,C0052865
C0023860,C0052865
C0035243,C0052865
C0038395,C0052865
C0042029,C0052865
C0004623,C0383627
C0598196,C0383627
C0599059,C2742589
C0004623,C0004599
C1302752,C0004599
C0006434,C0004599
C0015403,C0004599
C0000925,C0004599
C0332673,C0004599
C0021311,C0004599
C0282002,C0004599
C0004623,C0004599
C0014009,C0004599
C0015403,C0004599
C0085426,C0004599
C0032285,C0004599
C2263455,C0004599
C0037278,C0004599
C0038160,C0004599
C0043241,C0004599
C0004623,C0004599
C0021311,C0004599
C1400591,C0004599
C0014358,C0004599
C0015404,C0004599
C0162627,C0004599
C0038160,C0004599
C0038395,C0004599
C0004623,C0004599
C0151559,C0004609
C1816494,C0004609
C0026836,C0004609
C0009024,C0004609
C0026769,C0004609
C0026837,C0004609
C0026838,C0004609
C0030193,C0004609
C0037088,C0004609
C0037763,C0004609
C0007682,C0004609
C1816494,C0004609
C1816494,C0004609
C1148671,C0004609
C0026836,C0004609
C0027868,C0004609
C0027793,C0004609
C0683211,C0004609
C0005697,C0004609
C0007789,C0004609
C0019521,C0004609
C0020179,C0004609
C0026769,C0004609
C0026838,C0004609
C0026976,C0004609
C0030200,C0004609
C0037929,C0004609
C0752130,C0004609
C0037930,C0004609
C0038018,C0004609
C0040997,C0004609
C0026836,C0004609
C0021311,C0052891
C0004623,C0004641
C0021311,C0004641
C0023473,C2607225
C0740692,C2607225
C0599059,C0052927
C1151569,C0052927
C1324412,C0052927
C1149475,C0052927
C1152751,C0052927
C1517315,C0052927
C0599059,C0052927
C0014432,C0052927
C1149475,C0052927
C1149475,C0052927
C1152751,C0052927
C0678771,C0052927
C1150095,C0052929
C0030193,C0052929
C0030193,C0052929
C0004096,C0052929
C0021311,C0052929
C0021368,C0052929
C0021368,C0052929
C0035435,C0052929
C0014432,C0052929
C0683211,C0052929
C0035204,C0052929
C0152027,C0052929
C0740692,C2698325
C0011311,C2828302
C0041582,C0052940
C0017178,C0052940
C0021368,C0052940
C0009324,C0052940
C0030193,C0052940
C0030193,C0052940
C0021368,C0052940
C0021368,C0052940
C0035435,C0052940
C0017178,C0052940
C0683211,C0052940
C0152027,C0052940
C0009324,C0052940
C0598196,C0004717
C0004623,C0004717
C0021311,C0004717
C0004623,C0004717
C1149827,C0052944
C0004096,C0052944
C0544652,C0052944
C1371299,C0052944
C0877014,C0052944
C0022876,C0052944
C0004096,C0052944
C0006266,C0052944
C0006277,C0052944
C0034067,C0052944
C0004096,C0052944
C0518003,C0052944
C1371299,C0052944
C0683211,C0052944
C0035204,C0052944
C0042401,C0004718
C0007222,C0004718
C0042401,C0004718
C0030193,C0052945
C0004096,C0052945
C0518003,C0052945
C1371299,C0052945
C0007222,C0052945
C0007682,C0052945
C0683211,C0052945
C0035204,C0052945
C0152027,C0052945
C0042401,C0052945
C1152738,C0052946
C1152738,C0052946
C0027793,C0052946
C0040921,C2346960
C0002395,C2698328
C0597252,C0052968
C0007682,C0004743
C0151559,C0004743
C1816494,C0004743
C1816494,C0004743
C0221171,C0004743
C3179159,C0004743
C0027793,C0004743
C1816494,C0004745
C1152738,C2346963
C0301872,C0676831
C0238217,C0676831
C0238217,C0676831
C0020964,C0676831
C0301872,C0676831
C0018133,C0676831
C0301872,C0676831
C0301872,C0676831
C0003250,C0676831
C0599059,C0052999
C1517315,C0052999
C0021213,C0052999
C0014432,C0053001
C0021213,C0053001
C1159582,C0053001
C0006826,C0215791
C0014432,C0215791
C2263455,C0215791
C0006826,C0215791
C1516456,C0004838
C0600688,C0004838
C0007222,C0035158
C0549625,C0035158
C0333565,C0035158
C0016017,C0035158
C0018939,C0035158
C0019080,C0035158
C0683419,C3493805
C0009241,C3493805
C0006826,C1707382
C0042769,C1707382
C0877225,C2346970
C1148776,C2346970
C1149475,C2346970
C1149475,C2346970
C1148776,C2346970
C1327575,C0053065
C0011847,C0379135
C0037299,C0379135
C0085119,C0379135
C0043251,C0379135
C0157738,C0379135
C2265597,C0379135
C0025519,C0053068
C0020473,C0053068
C0598783,C0053068
C0004096,C0004905
C0021368,C0004905
C1622203,C0004905
C0004096,C0004905
C0021368,C0004905
C1148777,C0004905
C1149475,C0004905
C1149475,C0004905
C0035204,C0004905
C0004096,C0004905
C0027430,C0004905
C0035457,C0004905
C0033860,C2698339
C0042870,C2698339
C0041296,C1664205
C2250396,C1664205
C0041296,C1664205
C0004623,C2698340
C0011570,C1702222
C0234098,C0053071
C0234098,C0053071
C0234098,C0053071
C0544652,C0053071
C0544652,C0053071
C0027793,C0053071
C0002395,C2698341
C0345468,C1619962
C0020538,C0053078
C1153433,C0053078
C0006826,C1948068
C1149629,C1948068
C0006826,C1948068
C0014432,C1948068
C1149629,C1948068
C0006826,C1948068
C1149827,C0292706
C0020456,C0292706
C0006826,C0762737
C0014432,C0762737
C1150388,C0762737
C1150386,C0762737
C0020476,C0053081
C0011570,C2698343
C0007682,C0004960
C2917138,C0004960
C3179492,C0004960
C0035204,C0004960
C0027793,C0164151
C1152740,C0164151
C1152740,C0164151
C0027498,C0164151
C0020965,C0053083
C0009951,C0053083
C0599059,C0053083
C0007682,C0053083
C0020964,C0053083
C0678771,C0053083
C0020538,C0165297
C0018799,C0053085
C0011570,C0004962
C0518003,C0004962
C0007682,C0004962
C0234097,C0004962
C0234097,C0004962
C1148664,C0004962
C0027793,C0004962
C3179241,C0004962
C0683211,C0004962
C0004936,C0004962
C0234098,C0105521
C0544651,C0105521
C0234098,C0105521
C0027793,C0105521
C2258685,C0053091
C0020538,C0053091
C2258685,C0053091
C0020538,C0053091
C0007222,C0053091
C0014432,C0053091
C2263455,C0053091
C0011881,C0053091
C0018802,C0053091
C0020538,C0053091
C0149721,C0053091
C0242698,C0053091
C2258685,C0105523
C0014432,C0105523
C2263455,C0105523
C2258685,C0105523
C1153433,C0004969
C0007222,C0004969
C1519624,C0004969
C0042401,C0004969
C0002073,C0525079
C0006826,C0525079
C0006826,C0525079
C0480774,C0525079
C0030193,C0053097
C0030193,C0053097
C0021368,C0053097
C0021368,C0053097
C0035435,C0053097
C0683211,C0053097
C0152027,C0053097
C0021368,C0053097
C0020965,C0053096
C0020538,C0053096
C0007222,C0053096
